Review_ID,Customer_ID,Review_Text,Sentiment_Label,Rating,Service_Type
f7860b50-11c5-4ef0-9d46-3c09475287aa,a43825b5-59e4-4671-8774-bc58c5f8bc16,Decent neutral fine neutral okay neutral average neutral average okay decent not bad average fine fine decent fine average not bad okay neutral fine not bad not bad not bad decent okay fine average average neutral.... ??? ###,Neutral,3,Claim
81d2c7de-4ce1-4b90-a669-7833b841d0a0,5380b904-688c-4015-aab9-7e494f2d4796,Not Bad fine average fine decent not bad average fine decent neutral average average not bad fine average decent not bad fine not bad neutral not bad fine average fine fine okay neutral.... ??? ###,Neutral,3,Claim
39820cff-4f77-4665-ac3c-56403c20592f,0640be0f-25b8-4d4b-b2fa-2de8ce7ae7f6,Average decent neutral okay decent fine average not bad decent average fine okay not bad not bad okay decent.... ??? ###,Neutral,3,Policy Purchase
b227462c-f53d-4330-8dda-24ba2d06e8cf,8eb22579-0cdb-4ca4-b6ec-bdd68498e113,Best great great fast helpful helpful excellent amazing fast amazing best fast best fast great best fast amazing best excellent amazing fast.!!! :) $$$,Positive,5,Claim
13d5f2f7-709b-4d97-864c-04af3d3f3799,458f1f19-3c07-4574-8925-7af1b6aae05b,Terrible unhelpful bad terrible frustrating frustrating bad slow unhelpful slow terrible slow worst unhelpful frustrating worst frustrating slow bad slow frustrating worst worst slow frustrating.!!! :( @#$%,Negative,2,Policy Purchase
e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,45df16b6-382c-443f-bcfc-9b793875394c,Slow slow frustrating frustrating frustrating worst worst worst unhelpful worst unhelpful unhelpful bad slow worst terrible terrible terrible slow slow worst terrible worst slow worst slow frustrating bad.!!! :( @#$%,Negative,1,Policy Purchase
a66fd7f7-3966-4fa7-9997-0043f3b1025b,a6d964a3-f510-4b53-87fe-e39f1190f938,Amazing best excellent great great great amazing helpful excellent amazing amazing excellent helpful amazing great amazing.!!! :) $$$,Positive,4,Policy Purchase
9424aed5-1bac-4c15-8fa0-3f26f6f7f0cc,93676a02-4fdc-4e1b-adcb-8cb60692dc63,Decent not bad okay not bad fine okay not bad neutral fine okay neutral not bad decent decent decent fine decent neutral not bad okay neutral fine not bad not bad decent not bad neutral.... ??? ###,Neutral,3,Claim
eb6c1016-cee6-44d0-9dac-6e8345241ea6,7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,Frustrating unhelpful terrible terrible worst terrible slow frustrating unhelpful frustrating slow slow terrible slow slow terrible terrible unhelpful worst unhelpful unhelpful terrible terrible slow unhelpful terrible slow frustrating.!!! :( @#$%,Negative,1,Customer Support
17d2582e-046a-4df5-8afd-a61372bb912d,b118f68d-6786-4506-b8ba-8abc4b5305e5,Terrible unhelpful slow unhelpful slow frustrating terrible frustrating terrible terrible bad terrible bad unhelpful frustrating terrible terrible slow frustrating worst unhelpful terrible.!!! :( @#$%,Negative,1,Policy Purchase
4bd6cee6-31b1-4099-9527-21e719bc143e,4d6168bd-2def-4193-9c62-b3a23a3c563e,Amazing great great great excellent best helpful amazing great great excellent fast fast best excellent.!!! :) $$$,Positive,5,Policy Purchase
d2762bdc-1d34-408e-ba4c-75d4dc99e04c,12f70c97-7de3-4a51-a694-c34310ba58e3,Helpful great great helpful excellent best great amazing helpful amazing excellent helpful fast fast best best excellent helpful helpful amazing best excellent excellent helpful great excellent great great fast helpful excellent excellent amazing.!!! :) $$$,Positive,4,Customer Support
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,43b9da13-ec85-4f37-bbc1-a987aff8754d,Helpful amazing excellent great excellent great excellent great great amazing helpful amazing best fast fast excellent fast excellent helpful fast helpful best amazing helpful great excellent amazing best helpful great amazing amazing helpful amazing excellent.!!! :) $$$,Positive,4,Policy Purchase
ea83bf00-7135-4221-a6c9-537f84dad06a,95d82980-ff37-419c-ae76-128b473544f9,Unhelpful slow bad slow terrible frustrating worst terrible frustrating terrible worst frustrating unhelpful slow terrible terrible worst slow unhelpful worst unhelpful unhelpful slow terrible slow frustrating unhelpful frustrating.!!! :( @#$%,Negative,1,Customer Support
218a1536-8c99-4894-845d-cc38341c6494,e17f29e1-7028-4046-89bc-473fed7bf656,Bad worst unhelpful terrible bad unhelpful unhelpful bad worst worst slow bad frustrating slow frustrating unhelpful terrible worst worst terrible unhelpful slow worst unhelpful worst worst terrible frustrating slow worst.!!! :( @#$%,Negative,2,Customer Support
00a81de9-d20f-47d0-8465-6d6b81fb18b3,d664d264-4c6e-47ff-b9de-7a3a486822b9,Helpful helpful best fast fast excellent amazing fast best best best excellent fast best fast excellent fast best fast best amazing helpful great best great best excellent great best great best great great.!!! :) $$$,Positive,5,Policy Purchase
2784378f-f84f-46b3-a79f-bfafdef57689,f81dbaa1-c812-4a8e-b830-89301327f1bc,Fast amazing helpful best best best fast excellent amazing amazing best great great helpful best best amazing fast great helpful best fast amazing.!!! :) $$$,Positive,4,Claim
530a37df-0bc6-4066-8769-165fe746ccb9,5bc440f1-4b1a-469b-8e5d-d462cbd00ef2,Decent average decent not bad average average fine decent not bad decent fine average fine decent not bad neutral decent average fine okay neutral neutral average neutral not bad decent.... ??? ###,Neutral,3,Policy Purchase
627b41a1-ffd6-4232-b2ff-e2944d57d880,3cb98350-1b4d-40fe-bbb3-8605da743152,Helpful helpful best excellent best helpful excellent helpful amazing amazing great helpful fast best excellent amazing helpful fast helpful helpful amazing amazing helpful best helpful best helpful.!!! :) $$$,Positive,4,Customer Support
088a93ec-70d9-49f8-89e2-60744f1639a0,21a4344f-bb7b-4e03-9d67-8bb1945ef2e4,Worst terrible slow terrible frustrating worst slow unhelpful terrible bad worst worst worst terrible worst frustrating slow.!!! :( @#$%,Negative,2,Claim
f76c8ede-c110-4266-a408-a6dc1346d1a9,b966442a-ad23-4d36-9c32-2c9739c1e262,Neutral not bad decent not bad okay fine decent not bad not bad fine not bad neutral okay average okay neutral fine neutral average okay not bad neutral average decent okay neutral average.... ??? ###,Neutral,3,Claim
3c1bdacc-18e1-4331-9dba-12677e1ca5a1,637e4b01-22ba-410e-899c-a782e3236d1a,Fast best amazing helpful helpful amazing best helpful best helpful best excellent amazing excellent fast excellent fast best fast best helpful great excellent best best amazing great excellent helpful.!!! :) $$$,Positive,5,Customer Support
c96b5edb-0cf2-469b-8577-aea9f8999246,203c8c25-fd23-4def-be5a-87e35560db22,Terrible frustrating unhelpful unhelpful frustrating terrible frustrating frustrating unhelpful terrible worst worst unhelpful frustrating bad worst bad slow frustrating unhelpful bad terrible bad slow bad bad slow slow unhelpful slow terrible unhelpful frustrating.!!! :( @#$%,Negative,1,Customer Support
857dd3b3-a8ad-4f36-9df2-75ebe8a3f341,f6ca6b8b-a4b1-4991-b542-46464d37a539,Bad slow slow frustrating slow worst bad bad unhelpful bad terrible unhelpful unhelpful terrible worst.!!! :( @#$%,Negative,1,Customer Support
816bcb9f-7426-4193-8b7e-6b3c87d292a6,cb08587d-1963-426d-ae21-8b099afd4015,Worst unhelpful frustrating frustrating terrible slow terrible slow slow slow bad slow unhelpful slow bad worst bad frustrating.!!! :( @#$%,Negative,2,Customer Support
be9d61ee-18b8-4245-ae8f-75a117dded81,214f3f12-cfd0-4cbd-9f65-c8cebd21bc11,Okay neutral fine not bad decent neutral neutral decent neutral okay average average okay fine okay decent neutral decent fine okay average average decent fine not bad fine not bad fine fine fine not bad okay.... ??? ###,Neutral,3,Policy Purchase
4f199ec0-c32d-4526-b3e4-110a45f50c52,01902620-59dc-4bd0-96fe-bfb9ebe9e207,Neutral fine decent okay fine okay not bad average decent decent decent not bad not bad fine okay okay okay fine not bad average.... ??? ###,Neutral,3,Customer Support
9b69554d-7c54-435f-ac8c-3b6aa974d079,372f871a-45ee-432d-aa07-f2137129cec7,Okay decent average not bad decent not bad okay decent fine okay average average okay average average okay not bad average decent not bad fine neutral not bad okay neutral okay okay neutral neutral fine fine.... ??? ###,Neutral,3,Claim
4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,f758dce2-0556-4aea-a7b0-32831d7c0098,Terrible worst slow frustrating slow slow bad slow slow bad worst frustrating terrible frustrating bad unhelpful unhelpful terrible frustrating slow worst unhelpful bad bad terrible.!!! :( @#$%,Negative,1,Claim
c29d782b-2722-496e-9a36-d1ec2c6a6e9a,2d5972c6-134a-4a2f-a7cf-705cc257cf73,Fast amazing amazing fast best helpful helpful helpful best helpful great great fast excellent excellent great helpful excellent fast great amazing great best best helpful helpful fast helpful amazing best fast amazing helpful excellent fast.!!! :) $$$,Positive,4,Claim
73557b9d-0fd6-447e-b52d-4af2269ed4c9,d65e59dd-e62d-4d06-8f9b-85581a7f195b,Neutral okay fine okay not bad neutral fine fine decent neutral decent not bad not bad okay fine decent average fine decent average neutral neutral fine okay okay.... ??? ###,Neutral,3,Policy Purchase
598ddaec-eaaf-4543-a434-a678a9e27ba9,b2cf952d-a7f3-43b3-b7ba-f55e4f6b58c8,Great amazing great helpful helpful excellent great amazing best best best great amazing helpful great excellent best fast amazing excellent best great excellent amazing helpful helpful amazing.!!! :) $$$,Positive,4,Claim
56363094-a974-41db-89a9-d1c186cac6f4,218c6e1c-9e37-4f7a-842c-bc39e05b46c5,Fast great amazing amazing amazing great fast fast amazing excellent fast excellent amazing fast helpful excellent amazing fast best fast best best fast excellent fast helpful best amazing amazing great excellent helpful best helpful.!!! :) $$$,Positive,4,Customer Support
8412a335-d88c-456d-b61e-5fdb1a435206,1578d709-48f9-43d0-9fea-e1e0d9e604b3,Terrible worst bad slow worst terrible slow slow bad bad unhelpful terrible worst slow bad worst worst unhelpful frustrating bad.!!! :( @#$%,Negative,2,Policy Purchase
78f2ce6b-d46b-415d-aada-79a34970ed9a,c24369e7-2387-4af6-94c3-a832b231c60b,Decent okay okay average neutral fine not bad fine okay average average okay decent not bad decent okay neutral fine okay fine average okay decent fine average decent fine okay neutral okay.... ??? ###,Neutral,3,Policy Purchase
c9525185-81e0-4a5e-8b48-f49686abd4e7,0534a101-8ddc-4719-81f3-8dd4fd034ada,Neutral okay decent decent not bad decent okay average fine okay fine not bad okay decent decent fine not bad not bad neutral decent average okay not bad neutral okay average not bad.... ??? ###,Neutral,3,Customer Support
eef16694-50ca-432d-8aba-590ee2c328aa,fd372539-65f2-42f9-83f0-2dc74f612217,Slow bad unhelpful terrible worst bad unhelpful terrible frustrating slow slow slow worst slow terrible frustrating slow frustrating terrible bad slow slow worst terrible terrible bad terrible terrible slow frustrating bad slow.!!! :( @#$%,Negative,2,Policy Purchase
debac186-ba10-4217-8ad7-c9a2727716ec,ff86cc31-9d66-4815-9a41-53b3e95f176c,Average neutral neutral okay fine decent not bad not bad neutral okay fine not bad okay okay not bad decent decent fine fine not bad neutral decent not bad fine fine decent fine average.... ??? ###,Neutral,3,Customer Support
2fa0d842-bc55-400b-86a2-41af1d0af7f7,e9ddebf5-6311-4aca-848a-f4407fc15858,Great amazing amazing excellent helpful amazing best excellent great great excellent amazing best amazing best best amazing amazing helpful excellent excellent great amazing amazing excellent fast excellent best amazing excellent fast fast.!!! :) $$$,Positive,4,Policy Purchase
cdbcc653-77a7-48b7-9e70-f65f9280c5aa,9ca8a5c4-2138-4fe0-8d38-bbd8fba6abf7,Great fast amazing fast fast fast helpful great excellent great fast helpful great amazing helpful helpful amazing.!!! :) $$$,Positive,5,Policy Purchase
e9247069-80bb-4e52-aec0-126921084dd9,1fc905f8-d4d6-4735-8e2f-8958de431e06,Okay okay average not bad decent neutral neutral neutral average fine fine okay average fine fine average neutral okay fine not bad fine neutral fine not bad okay okay fine fine fine not bad decent.... ??? ###,Neutral,3,Policy Purchase
e3954cb1-7f7f-4c0a-87c0-d116a394ed54,a4540937-4a27-4bf2-8baa-f744a08dd21b,Slow frustrating frustrating terrible bad bad slow slow terrible unhelpful terrible frustrating frustrating worst worst bad slow unhelpful terrible slow terrible terrible bad terrible.!!! :( @#$%,Negative,2,Claim
6b0ae0e3-9d89-4047-9d39-d7936257a4a2,e6fdd7af-dd84-4acc-b672-94643f8ea40a,Not Bad neutral not bad average okay neutral decent neutral decent okay decent decent average fine okay average fine neutral not bad average.... ??? ###,Neutral,3,Claim
6e51484d-1b84-4dc3-98e0-49de0217ea0e,ba3df7ff-43b4-4ee5-a1e8-9e7e22498f66,Frustrating slow slow unhelpful terrible unhelpful bad unhelpful frustrating terrible worst frustrating bad worst slow frustrating slow worst frustrating terrible unhelpful unhelpful bad bad terrible slow.!!! :( @#$%,Negative,1,Claim
e4a4474c-9b33-43a4-a620-f9a974fd33d1,ee6e2e72-53f5-41dc-a3c8-afdb83f82f16,Average decent fine neutral fine fine fine decent fine decent okay average okay decent average neutral neutral fine fine average fine neutral fine average okay decent fine not bad not bad decent not bad average fine not bad.... ??? ###,Neutral,3,Claim
504e2687-70e7-4756-84d9-145e30d73df7,b0c4a01c-69b7-40fa-a6c4-32f66b352f85,Fast amazing best best amazing great great excellent excellent helpful helpful excellent excellent best fast fast amazing amazing helpful amazing helpful.!!! :) $$$,Positive,4,Policy Purchase
476cf68c-3f1b-40d0-b514-105831383975,f1053252-3990-42c9-8c6a-70f48edec44d,Not Bad not bad not bad decent decent fine neutral not bad average fine fine neutral decent decent not bad okay okay neutral okay neutral fine not bad average not bad.... ??? ###,Neutral,3,Policy Purchase
b2384849-8fe0-49b6-aeda-a8024568f426,9d9d028e-1bf6-45f6-a324-52114588fc1b,Excellent great best excellent excellent great excellent fast amazing great best best great helpful best fast helpful amazing excellent excellent great amazing helpful excellent amazing best great best fast best best great best.!!! :) $$$,Positive,4,Policy Purchase
efc59738-2fb2-4e66-bed1-7aabc9b7c9bc,ed10f004-df4e-413e-b64e-3dfcbfbeac7a,Best great helpful great best excellent best helpful fast best best fast excellent great great fast excellent excellent amazing amazing helpful amazing excellent best.!!! :) $$$,Positive,4,Customer Support
6d7df5d0-d3b5-4af7-a7ce-378fe5a4983b,669d01ff-1634-425b-93f3-007383e96ef4,Average okay average average average average not bad neutral average not bad okay fine not bad okay okay average decent fine.... ??? ###,Neutral,3,Claim
c5144d98-b41c-404f-a346-f415e5267a2b,a38295d3-1e0e-4546-b0b6-dedf4f9c4027,Decent average neutral decent decent neutral decent not bad neutral not bad not bad not bad not bad not bad fine not bad fine fine decent neutral okay not bad neutral average.... ??? ###,Neutral,3,Claim
53ff8461-2a1f-4b61-a65c-b9d989628f6e,1dc1e7eb-711c-4673-8535-1a69dabf984e,Amazing fast best fast great great fast helpful helpful amazing excellent great excellent great excellent great fast amazing helpful great best.!!! :) $$$,Positive,4,Customer Support
081fc6dc-78d9-488a-af0b-ea4ffc737d92,c4db5a62-2e13-418d-a8ab-80ea497ec6d1,Frustrating worst unhelpful slow worst slow worst worst slow frustrating unhelpful unhelpful unhelpful slow terrible unhelpful unhelpful frustrating terrible.!!! :( @#$%,Negative,2,Customer Support
fa7e5d94-05d1-4b63-8194-f97f00e3a026,b8168aeb-ac6a-4c85-b687-6c624c61845e,Decent decent average decent okay average neutral not bad okay fine fine neutral neutral average okay fine decent not bad neutral average okay decent fine not bad not bad okay neutral average neutral fine fine not bad.... ??? ###,Neutral,3,Policy Purchase
4d406f1b-3ca5-4e29-9217-1bf3d18183d1,a903ae67-fc56-4b53-a4ac-b722e0527739,Terrible terrible bad worst worst worst unhelpful slow slow worst worst frustrating frustrating terrible slow bad slow frustrating slow worst terrible frustrating frustrating worst unhelpful worst unhelpful bad terrible terrible unhelpful.!!! :( @#$%,Negative,1,Policy Purchase
5efeef4f-d8dd-4bc0-b325-3aa3ec170298,d453f867-b97e-4224-891f-691217abb863,Great fast helpful great great amazing helpful amazing excellent excellent best excellent best excellent excellent amazing amazing amazing best amazing amazing.!!! :) $$$,Positive,4,Customer Support
8d55119e-3d44-4b2c-aa45-ba416589ada1,61730c48-4876-4153-8688-13fe52555c75,Helpful fast excellent helpful fast great best fast best best fast fast helpful excellent great excellent best helpful fast great excellent fast best fast helpful amazing excellent amazing best.!!! :) $$$,Positive,5,Policy Purchase
75f8e3a8-7d97-4c0f-bd56-09c4a4461663,5a2837b2-cb83-43f2-bb96-f6022b115c36,Bad unhelpful terrible worst worst worst unhelpful worst bad frustrating bad bad bad unhelpful bad bad terrible slow bad unhelpful.!!! :( @#$%,Negative,2,Claim
7bb3447b-e9aa-444b-9dd4-3675ef145064,01b158e9-0406-4f44-bce4-0679a8c6dbc0,Helpful great helpful excellent best great amazing amazing amazing best great great great excellent helpful amazing excellent fast fast fast helpful best excellent amazing best helpful best amazing great fast helpful great.!!! :) $$$,Positive,4,Claim
152aeaec-2bdf-4b41-b3ed-a8f1026b5383,a518a418-6f14-43f6-9867-888b7ff6b824,Helpful best great helpful great excellent best best fast great great best best helpful great best excellent best helpful amazing amazing fast great great excellent.!!! :) $$$,Positive,5,Policy Purchase
ad5229dd-639f-4471-9975-0f00d5aba8ae,6243bed7-54ec-4f33-8a62-4cbde582b678,Not Bad not bad okay not bad decent okay average okay fine fine fine neutral average fine not bad decent average fine decent.... ??? ###,Neutral,3,Customer Support
a921cb4c-95fb-4976-ae00-7b7e2f8c83e5,9e5d9c7a-c5ac-4354-95f0-0cb4614c721d,Frustrating frustrating bad bad frustrating unhelpful frustrating terrible bad bad terrible slow terrible bad terrible slow unhelpful slow bad slow bad unhelpful terrible slow.!!! :( @#$%,Negative,2,Claim
c777a07f-6346-44ef-a9ef-74e34ab6821c,8f3dc97f-e6b0-4a0a-b98f-5dbe15aede0f,Unhelpful terrible slow bad terrible slow bad slow slow slow bad terrible terrible unhelpful unhelpful terrible bad terrible worst terrible unhelpful frustrating.!!! :( @#$%,Negative,2,Claim
6e3cdd4f-55b1-45e4-b0b2-7304545cd88d,a6aa59e5-dc08-4f29-92d3-3488d0c30018,Great excellent best excellent excellent best best excellent amazing fast helpful excellent fast amazing fast great helpful helpful helpful amazing helpful best fast amazing fast excellent amazing amazing amazing fast fast helpful excellent helpful.!!! :) $$$,Positive,5,Customer Support
6082786f-ca00-4f58-ac52-1d13b719bb68,9912316a-fd9e-4e20-b2f6-095812ef6101,Unhelpful unhelpful worst worst slow bad worst frustrating frustrating unhelpful worst bad terrible unhelpful bad unhelpful unhelpful unhelpful unhelpful worst terrible frustrating bad bad terrible frustrating unhelpful frustrating terrible slow.!!! :( @#$%,Negative,2,Customer Support
96add4df-adf7-4924-85b8-386b768b4f7e,584fc85b-2697-484d-801e-8690b0c07fcc,Slow terrible worst bad frustrating frustrating slow slow frustrating unhelpful slow bad frustrating slow bad.!!! :( @#$%,Negative,1,Claim
1d763a66-b5f5-4cb0-8f68-58780b705933,a5e15b55-57d3-44dd-9963-dc7205c8234b,Amazing great best excellent excellent great helpful best excellent fast excellent helpful fast great helpful excellent helpful fast.!!! :) $$$,Positive,5,Policy Purchase
47419b48-34ae-4abd-b6fc-e0acb4698db3,cbc72f1a-cf08-4a54-b429-9924c0986750,Unhelpful frustrating unhelpful slow terrible bad frustrating slow worst terrible slow slow bad slow slow terrible frustrating.!!! :( @#$%,Negative,2,Policy Purchase
9d4edb71-eb2e-480e-8c25-5823ccf4ffb0,224a66a6-ac0f-4801-95b2-4e1d97154633,Great excellent excellent amazing helpful fast great fast excellent helpful amazing helpful best helpful fast great excellent fast great fast great great amazing best helpful.!!! :) $$$,Positive,4,Claim
7de1bf5d-af48-47f0-a8bd-075b7eb6581e,71a0449d-d703-462f-b5cb-e3f56a66c184,Terrible unhelpful frustrating terrible bad terrible terrible frustrating unhelpful frustrating slow unhelpful unhelpful terrible unhelpful worst unhelpful frustrating frustrating slow terrible slow frustrating unhelpful terrible worst bad terrible worst bad.!!! :( @#$%,Negative,1,Claim
c68fcba5-1e0d-42b5-be74-02cddd83ad03,cf8a368e-35ba-4357-bca8-7f31cfd7f3b9,Amazing best helpful fast helpful amazing amazing amazing helpful helpful helpful excellent best excellent helpful best helpful best amazing great amazing fast great excellent helpful amazing great great excellent excellent best fast great.!!! :) $$$,Positive,5,Policy Purchase
6a0aa7d5-a0b8-4755-84ca-a5a2a1e518a2,a2356dd4-1355-48d0-b3b5-bad5600b4b35,Fast amazing amazing best fast fast helpful best best great best helpful amazing best amazing fast best.!!! :) $$$,Positive,4,Customer Support
44bed486-7ea5-4387-b63b-e5cbd3293724,56771f36-4899-4e5f-940e-53ce52a74a41,Fine fine decent decent not bad okay okay not bad decent okay neutral decent okay neutral average not bad okay fine okay neutral average fine average decent neutral okay decent average not bad average fine not bad.... ??? ###,Neutral,3,Claim
13f3cade-7a10-413f-b6a2-c52b00473139,84fa4c72-39e7-44f1-97fb-613a21f89d06,Bad frustrating frustrating worst slow bad bad slow frustrating bad terrible worst bad frustrating frustrating bad worst bad unhelpful bad unhelpful slow frustrating unhelpful bad slow frustrating worst bad.!!! :( @#$%,Negative,1,Customer Support
1f873b46-c0a0-473a-a3d7-e6a119b814fc,59fe3d53-624f-4a4b-bae1-e13796ee50e5,Excellent great excellent great helpful helpful helpful amazing amazing best helpful excellent helpful helpful amazing excellent great best best fast great fast helpful helpful best best best great.!!! :) $$$,Positive,4,Customer Support
6bbdb66f-9181-4091-96c6-f45cdc5e4e78,2c3aacdc-aed5-4a46-8bde-005b5d8babd7,Best amazing great great excellent great great amazing helpful helpful helpful fast amazing great helpful helpful excellent excellent helpful excellent amazing helpful fast helpful best amazing great amazing amazing best.!!! :) $$$,Positive,5,Policy Purchase
ecb4678c-1612-4aa6-be96-39ba0ed2ec9d,9cbf7b8c-7410-4d5d-9db1-4bfc6f3a5115,Great helpful helpful excellent great great great fast fast helpful amazing excellent fast amazing best amazing great best fast fast helpful excellent best helpful fast helpful great best excellent great amazing best amazing great.!!! :) $$$,Positive,4,Customer Support
0b461173-00a8-4473-8242-5912bda3c162,3e9aec86-0325-4fbd-9ce8-e1c5dbd30aec,Slow slow bad worst worst unhelpful worst frustrating slow terrible slow frustrating terrible bad slow unhelpful.!!! :( @#$%,Negative,2,Customer Support
3922a7e4-2de9-42f8-8d7b-ec04e6e59b32,0bc1f9e5-fb3d-4063-8409-c5eacde918b3,Okay decent average neutral average fine okay average fine average fine decent fine decent not bad average neutral not bad average okay decent average decent neutral neutral neutral okay.... ??? ###,Neutral,3,Policy Purchase
bcf2fc3b-d958-44c2-a053-8c1ba84510a1,34879e41-1a9c-472a-8eb9-047dba2ac3d9,Neutral decent neutral neutral okay average okay average neutral decent neutral decent not bad fine fine fine decent fine okay fine okay average neutral neutral decent not bad average decent average neutral okay.... ??? ###,Neutral,3,Customer Support
27c8fc6c-1be5-44c3-95af-6d0cc5285425,774f6354-7316-4e64-aa14-7a961b0c62eb,Fast helpful best excellent excellent excellent great great amazing amazing amazing great best excellent great excellent fast helpful amazing excellent best great fast fast amazing.!!! :) $$$,Positive,5,Policy Purchase
1a16998c-7648-476e-983f-ea703ff6579e,1f178f93-23c9-4a1e-8b37-1d97cdcc2d6a,Bad frustrating terrible terrible slow frustrating worst bad unhelpful worst bad worst terrible unhelpful frustrating.!!! :( @#$%,Negative,2,Policy Purchase
d450afa2-d8e7-4aeb-a7b3-3085178be968,0aee2557-1f5d-4912-94e0-7431cf133b65,Bad worst slow frustrating slow slow slow slow worst terrible slow bad unhelpful unhelpful unhelpful slow worst slow bad slow slow unhelpful frustrating terrible worst unhelpful bad slow frustrating.!!! :( @#$%,Negative,1,Claim
7c13f47a-c80c-4195-8b65-84ce7acc9970,809cd839-90ce-42e8-a9a5-336858129eb2,Slow terrible terrible terrible worst frustrating bad worst unhelpful frustrating worst worst bad unhelpful terrible frustrating worst bad worst terrible worst frustrating slow worst worst.!!! :( @#$%,Negative,2,Claim
5168bbf2-97af-4bde-bc8e-9d782d14e9f4,5bd93609-b297-4782-bcf4-74aace63cb1a,Bad frustrating worst unhelpful unhelpful terrible worst worst slow terrible slow bad terrible terrible unhelpful bad worst terrible bad frustrating worst worst terrible bad unhelpful worst frustrating worst worst worst slow worst slow.!!! :( @#$%,Negative,2,Claim
52961fb3-4d40-4b28-9628-ddcd19dd3e8c,bb7b6c05-2852-4ca2-b9d2-014a22ee7f07,Frustrating worst unhelpful terrible worst frustrating worst frustrating terrible unhelpful terrible terrible frustrating bad frustrating worst worst slow worst worst bad unhelpful worst worst terrible unhelpful worst bad.!!! :( @#$%,Negative,1,Claim
